Moved: 'hdfs://had6110.cs.pitt.edu:8020/user/crr41/warehouse/temperature_raw_data' to trash at: hdfs://had6110.cs.pitt.edu:8020/user/crr41/.Trash/Current
Moved: 'hdfs://had6110.cs.pitt.edu:8020/user/crr41/warehouse/temperature_data' to trash at: hdfs://had6110.cs.pitt.edu:8020/user/crr41/.Trash/Current
Moved: 'hdfs://had6110.cs.pitt.edu:8020/user/crr41/warehouse/max_temperatures' to trash at: hdfs://had6110.cs.pitt.edu:8020/user/crr41/.Trash/Current
02907099999	1	1	-83.0
02907099999	1	2	-94.5
02907099999	1	3	-89.0
02907099999	1	4	-63.5
02907099999	1	5	-27.5
02907099999	1	6	-55.5
02907099999	1	7	-22.0
02907099999	1	8	-22.5
02907099999	1	9	-44.5
02907099999	1	10	-55.5
02907099999	1	11	-64.0
02907099999	1	12	-61.0
02907099999	1	13	-39.0
02907099999	1	14	-77.5
02907099999	1	15	-28.0
02907099999	1	16	8.5
02907099999	1	17	-30.5
02907099999	1	18	-86.0
02907099999	1	19	-64.0
02907099999	1	20	-58.0
02907099999	1	21	-69.5
02907099999	1	22	-64.0
02907099999	1	23	-5.5
02907099999	1	24	-2.5
02907099999	1	25	8.5
02907099999	1	26	2.5
02907099999	1	27	-17.0
02907099999	1	28	-22.5
02907099999	1	29	-41.5
02907099999	1	30	-69.5
02907099999	1	31	-94.5
02907099999	2	1	-22.5
02907099999	2	2	-2.5
02907099999	2	3	-50.0
02907099999	2	4	-100.0
02907099999	2	5	-94.5
02907099999	2	6	-108.0
02907099999	2	7	-111.0
02907099999	2	8	-136.5
02907099999	2	9	-133.5
02907099999	2	10	-144.5
02907099999	2	11	-169.5
02907099999	2	12	-105.5
02907099999	2	13	-105.5
02907099999	2	14	-139.0
02907099999	2	15	-153.0
02907099999	2	16	-53.0
02907099999	2	17	-77.5
02907099999	2	18	-69.5
02907099999	2	19	-64.0
02907099999	2	20	-47.0
02907099999	2	21	-25.0
02907099999	2	22	-75.0
02907099999	2	23	-100.0
02907099999	2	24	-89.0
02907099999	2	25	-67.0
02907099999	2	26	-58.5
02907099999	2	27	-58.0
02907099999	2	28	-89.0
02907099999	3	1	-100.0
02907099999	3	2	-100.0
02907099999	3	3	-61.5
02907099999	3	4	-47.0
02907099999	3	5	-42.0
02907099999	3	6	-5.5
02907099999	3	7	-36.0
02907099999	3	8	-78.0
02907099999	3	9	-94.5
02907099999	3	10	-64.0
02907099999	3	11	-69.5
02907099999	3	12	-53.0
02907099999	3	13	-33.0
02907099999	3	14	-11.0
02907099999	3	15	0.0
02907099999	3	16	-11.5
02907099999	3	17	-25.0
02907099999	3	18	-83.5
02907099999	3	19	-72.5
02907099999	3	20	-105.5
02907099999	3	21	-116.5
02907099999	3	22	-75.0
02907099999	3	23	-22.0
02907099999	3	24	-16.5
02907099999	3	25	-41.5
02907099999	3	26	-41.5
02907099999	3	27	-66.5
02907099999	3	28	-66.5
02907099999	3	29	-41.5
02907099999	3	30	-50.0
02907099999	3	31	-44.5
02907099999	4	1	-33.5
02907099999	4	2	-13.5
02907099999	4	3	-36.0
02907099999	4	4	14.0
02907099999	4	5	-30.5
02907099999	4	6	-14.0
02907099999	4	7	-33.5
02907099999	4	8	-30.5
02907099999	4	9	-19.5
02907099999	4	10	-3.0
02907099999	4	11	8.5
02907099999	4	12	5.5
02907099999	4	13	14.0
02907099999	4	14	0.0
02907099999	4	15	-14.0
02907099999	4	16	-13.5
02907099999	4	17	11.0
02907099999	4	18	22.5
02907099999	4	19	19.5
02907099999	4	20	5.5
02907099999	4	21	-14.0
02907099999	4	22	19.5
02907099999	4	23	17.0
02907099999	4	24	17.0
02907099999	4	25	14.0
02907099999	4	26	5.5
02907099999	4	27	-14.0
02907099999	4	28	5.5
02907099999	4	29	8.0
02907099999	4	30	5.5
02907099999	5	1	11.0
02907099999	5	2	39.0
02907099999	5	3	30.5
02907099999	5	4	8.5
02907099999	5	5	5.5
02907099999	5	6	-8.5
02907099999	5	7	3.0
02907099999	5	8	22.0
02907099999	5	9	19.0
02907099999	5	10	19.5
02907099999	5	11	44.5
